"PlotNumber","Unit","MoistureRegime","NutrientRegime"
"00NCe08","ESSFmw","5","B"
"00NCe09","ESSFmw","2","C"
"00NCe10","ESSFmw","3","B"
"00NCe11","ESSFmw","4","B"
"00NCe12","ESSFmw","5","C"
"00NCe13","ESSFmw","6","C"
"00NCe14","ESSFmw","7","C"
"00NCe15","ESSFmw","3","B"
"00NCe16","ESSFmw","3","B"
"00NCe17","ESSFmw","2","B"
"00NCe18","ESSFmw","2","B"
"00NCe19","ESSFmw","2","B"
"00NCe20","ESSFmw","1","B"
"00NCe21","ESSFmw","3","C"
"00NCe22","ESSFmw","2","B"
"00NCe23","ESSFmw","2","B"
"00NCe24","ESSFmw","4","C"
"00NCe25","ESSFmw","3","B"
"00NCe26","ESSFmw","6","C"
"00NCe27","ESSFmw","7","C"
"00NCe28","ESSFmw","5","C"
"00NCe43","ESSFmw","6","C"
"00NCe44","ESSFmw","5","C"
"00NCe45","ESSFmw","3","C"
"00NCe46","ESSFmw","2","B"
"00NCe47","ESSFmw","2","B"
"00NCe48","ESSFmw","4","C"
"00NCe49","ESSFmw","3","B"
"00NCe50","ESSFmw","2","B"
"00NCe51","ESSFmw","2","B"
"00NCe52","ESSFmw","4","B"
"00NCe53","ESSFmw","5","D"
"00NCe54","ESSFmw","3","B"
"00NCe55","ESSFmw","2","B"
"00NCe56","ESSFmw","2","A"
"00NCe57","ESSFmw","4","B"
"00NCe58","ESSFmw","4","C"
"00NCe59","ESSFmw","3","B"
"00NCe60","ESSFmw","3","B"
"00NCe61","ESSFmw","5","C"
"00NCe62","ESSFmw","5","C"
"00NCe63","ESSFmw","5","C"
"00NCe64","ESSFmw","4","C"
"00NCe65","ESSFmw","4","C"
"00NCe66","ESSFmw","2","B"
"00NCe67","ESSFmwp","2","B"
"00NCe68","ESSFmwp","5","B"
"00NCe69","ESSFmwp","1","B"
"00NCe70","ESSFmwp","3","B"
"00NCe71","ESSFmwp",,
"00NCe72","ESSFmwp","4","B"
"00NCe73","ESSFmw","4","C"
"00NCe74","ESSFmw","3","B"
"00NCe75","ESSFmw","3","B"
"00NCe76","ESSFmw","2","B"
"00NCe77","ESSFmw","2","B"
"00NCe78","ESSFunp","4","C"
"00NCe79","ESSFunp","2","B"
"00NCe80","ESSFmw","4","C"
"00NCe81","ESSFmw","5","C"
"00NCe82","ESSFunp","3","C"
"00NCe83","ESSFunp","3","C"
"00NCe84","ESSFunp","6","C"
"00NCe85","ESSFunp","3","C"
"00NCe86","ESSFunp","3","B"
"00NCe87","ESSFunp","1","A"
"00NCe88","ESSFunp","4","C"
"00NCe89","ESSFmw","3","B"
"00NCe90","ESSFmw","6","D"
"00NCe91","ESSFmw","3","B"
"00NCe92","ESSFmw","2","B"
"00NCe93","ESSFmw","4","C"
"00NCe94","ESSFmw","4","C"
"00NCe95","ESSFmw","4","B"
"00NCe96","ESSFmw","7","C"
"00NCe97","ESSFmw","5","C"
"00NCe98","ESSFmw","4","C"
"00NCe99","ESSFmw","3","B"
"00NCm02","MHmm2","5","C"
"00NCm03","MHmm2","2","B"
"00NCm04","MHmm2","4","B"
"00NCm05","MHmm2","5","C"
"00NCm06","MHmm2","5","C"
"00NCm07","MHmm2","6","C"
"00NCm08","MHmm2","4","B"
"00NCm10","MHmm2",,
"00NCm11","MHmm2","5","B"
"00NCm13","CMAs","4","B"
"00NCm14","MHmmp2","3","C"
"00NCm15","CMAs","3","B"
"00NCm16","MHmm2","3","B"
"00NCm17","MHmmp2","2","B"
"00NCm18","MHmmp2","3","B"
"00NCm19","MHmm2","5","C"
"00NCm20","MHmm2","7","B"
"00NCm21","MHmm2","3","B"
"00NCm22","MHmm2","5","C"
"00NCm23","MHmm2","3","C"
"00NCm24","MHmm2","3","C"
"00NCm25","MHmm2","5","C"
"00NCm26","MHmmp2","1","B"
"00NCm28","MHmw","3","B"
"00NCm29","MHmm2","6","C"
"00NCm30","MHmm2","4","C"
"00NCm31","MHmm2","1","B"
"00NCm32","MHmm2","1","B"
"00NCm33","MHmm2","2","B"
"00NCm34","MHmm2","1","B"
"00NCm35","MHmm2","1","B"
"00NCm36","MHmm2","3","B"
"00NCm37","MHmm2","3","B"
"00NCm38","MHmm2","3","B"
"00NCm39","MHmm2","6","C"
"00NCm40","MHmm2","6","C"
"00NCm41","MHmm2","3","C"
"00NCm42","MHmm2","7","B"
"00NCm43","MHmm2","6","C"
"00NCm44","MHmmp2","3","B"
"00NCm45","MHmm2","2","B"
"00NCm46","MHmm2","2","B"
"00NCm47","MHmm2","2","B"
"00NCm48","MHmm2","2","B"
"00NCm49","MHmm2","4","B"
"00NCm50","MHmm2","5","C"
"00NCm51","MHmm2","5","C"
"00VL01","IMAmw","4","C"
"010180","ICHvk2","3","B"
"010280","ICHvk2","3","B"
"010380","SBSvk","4","D"
"010480","SBSvk","7","D"
"0105101","ESSFmcu","4","C-"
"0105102","ESSFmcu","3-","C+"
"0105103","ESSFmcu","4","C"
"0105104","ESSFmcu","5","D+"
"0105105","ESSFmcu","4","C"
"0105106","ESSFmcu","4-","C"
"0105107","ESSFmcu","1","A"
"0105113","ESSFmcu","4-","C"
"0105114","ESSFmcu","3+","B+"
"0105115","ESSFmcu","3","B"
"0105116","ESSFmcu","2","B"
"0105117","ESSFmcu","4","C"
"0105118","ESSFmcu","4","C"
"0105120","ESSFmcu","4-","C+"
"0105121","ESSFmcu","5+","C"
"0105122","ESSFmcu","3+","B+"
"0105123","ESSFmcu","4","C"
"0105124","ESSFmcu","2+","B"
"0105125","ESSFmcu","3+","C"
"0105126","ESSFmcu","3+","C"
"0105127","ESSFmcu","4","C"
"0105128","ESSFmcu","4-","C"
"0105129","ESSFmcu","5","D"
"0105130","ESSFmcu","2","B-"
"0105131","ESSFmcu","3","C-"
"0105132","ESSFmcu","4+","D-"
"0105133","ESSFmcu","4","C-"
"0105134","ESSFmcu","4","C-"
"0105135","ESSFmcu","5+","D"
"0105136","ESSFmcu","4","C"
"0105137","ESSFmcu","2","B"
"0105138","ESSFmcu","3+","C"
"0105139","ESSFmcu","4","D"
"0105140","ESSFmcu","6","D"
"0105141","ESSFmcu","4","C"
"0105143","ESSFmcu","3+","C"
"0105144","ESSFmcu","3+","C"
"0105152","CWHwm","5","D"
"0105153","CWHwm","4","C"
"0105154","CWHwm","3","B"
"0105155","CWHwm","4","C"
"0105156","CWHwm","4","C"
"0105157","CWHwm","4","C"
"0105158","CWHwm","4","C"
"0105160","SBSmc2","4+","D"
"0105161","SBSmc2","2+","B"
"0105180","SBPSxc","7","E"
"0105280","SBPSxc","7","E"
"0105380","SBPSxc","8","E"
"0105480","SBPSxc","7","D"
"0105580","SBPSxc","7","E"
"0105680","SBPSxc","6","A"
"0105780","SBPSxc","7","E"
"010579","ICHwk3","4","C"
"010580","ICHvk2","3","B"
"0105880","SBPSxc","8","E"
"0105980","SBPSxc","5","E"
"0106080","SBPSxc","7","E"
"0106180","SBPSxc","6","E"
"0106280","SBPSxc","5","E"
"0106380","SBPSxc","5","E"
"0106480","SBPSxc","5","E"
"0106580","SBPSxc","6","E"
"010679","ICHwk3","7","C"
"010680","ICHvk2","4","C"
"0106880","SBPSxc","5","E"
"0106980","SBPSxc","8","D"
"0107080","SBPSxc","7","E"
"0107180","SBPSxc","6","E"
"0107280","SBPSxc","5","E"
"0107380","SBPSxc","6","E"
"0107480","SBPSxc","6","E"
"0107580","SBPSxc","7","E"
"0107601","BWBSwk1","7","C"
"0107602","BWBSwk1","8","C"
"0107603","BWBSwk1","7","B"
"0107604","BWBSwk1","8","C"
"0107605","BWBSwk1","7","C"
"0107606","BWBSmw1","1","C"
"0107607","BWBSwk1","1","C"
"0107608","BWBSwk1","1","B"
"0107609","BWBSmw1","1","C"
"0107610","BWBSmw1","6","C"
"0107611","SBSwk2","7","B"
"0107612","ESSFmv2","7","C"
"0107613","ESSFmv2","7","C"
"0107614","ESSFmv2","8","C"
"0107615","ESSFmv2","8","C"
"0107616","ESSFmv2","7","C"
"0107617","BWBSmw1","1","C"
"0107618","BWBSwk1","1","C"
"0107619","ESSFmv2","7","C"
"0107631","BWBSmw1","2","B"
"0107632","BWBSmw1","3","C"
"0107633","BWBSmw1","6","D"
"0107634","BWBSmw1","1","C"
"0107635","BWBSmw1","1","C"
"0107636","BWBSmw1","4","D"
"0107637","BWBSmw1","4","D"
"0107638","BWBSmw1","3","C"
"0107639","BWBSmw1","3","C"
"0107658","BWBSmw1","3","C"
"0107659","BWBSmw1","5","D"
"0107660","BWBSmw1","2","A"
"0107661","BWBSmw1","6","C"
"0107662","BWBSmw1","6","C"
"0107663","BWBSmw1","3","B"
"0107664","BWBSmw1","3","C"
"0107665","BWBSmw1","7","B"
"0107666","BWBSmw1","7","C"
"0107667","BWBSmw1","7","d"
"0107668","BWBSmw1","6","B"
"0107669","BWBSmw1","5","C"
"0109160","ICHdw2","5+","D"
"0109161","ICHdw2","2-","b-"
"0109162","ICHdw2","2","B"
"0109163","ICHdw2","4","C"
"0109164","IDFxh4","5-","C"
"0109165","IDFxh4","3-","D"
"0110701","IDFxh1a","3","C"
"0110702","IDFxh1a","4","D"
"0110703","IDFxh1a","4","D"
"0110704","IDFxh1","4","C"
"0110705","IDFxh1","3","C"
"0110706","IDFxh1a","5","D"
"0110707","IDFxh1a","4","D"
"0110708","IDFxh1","4","C"
"0110709","IDFxh1","5","C"
"0110710","IDFxh1a","4","D"
"0110711","IDFxh1a","5","D"
"0110712","IDFxh1a","4","C"
"0110713","IDFxh1a","4","C"
"0110714","IDFxh1a","3","C"
"0110715","IDFxh1","3+","D"
"0110716","IDFxh1a","4+","D"
"0110717","IDFxh1a","4+","D"
"0110718","IDFxh1a","3","C"
"0115728","CWHws1","5","E"
"0115729","CWHws1","5","D"
"0115730","CWHws1","4","C"
"0115731","CWHws1","4","C"
"0115732","CWHws1","4","C"
"0115733","CWHws1","4","C"
"0116575","BAFAmks","6","C"
"0116576","SWBmks","5","D"
"0116577","SWBmks","4","D"
"0116578","SWBmks","4","D"
"0116579","SWBmks","5","E"
"0116580","BAFAmks",,
"0116581","BAFAmks","1","A"
"0107670","BWBSmw1","6","C"
"0107671","BWBSmw1","4","D"
"0107672","BWBSmw1","8","C"
"0107680","SBPSxc","5","E"
"0107780","SBPSxc","5","E"
"010779","ICHwk3","5","D"
"010780","ICHvk2","3","B"
"0107880","SBPSxc","7","E"
"0108080","SBPSxc","5","E"
"0108180","SBPSxc","6","E"
"0108280","SBPSxc","6","E"
"0108380","SBPSxc","7","E"
"0108480","SBPSxc","7","E"
"0108580","SBPSxc","5","E"
"0108601","BAFAmcN","2","B"
"0108602","BAFAmcN","4","C"
"0108603","BAFAmcN","1","B"
"0108604","BAFAmcN","4","C"
"0108605","BAFAmcN","6","D"
"0108639","ICHwk4","4","C"
"0108640","ICHwk4","4","C"
"0108641","ICHwk4","5","C"
"0108642","ICHwk4","4","C"
"0108643","ICHwk4","2","C"
"0108644","ICHwk4","5","D"
"0108645","ICHwk4","3","C"
"0108646","IDFxw","3","C"
"0108680","SBPSxc","6","E"
"0108780","SBPSxc","7","E"
"010880","ICHvk2","4","B"
"0108880","SBPSxc","5","E"
"0108980","SBPSxc","7","D"
"0109080","SBPSxc","7","C"
"0109101","IDFxh4","5","D"
"0109102","IDFxh4","3","D"
"0109103","IDFxh4","3-","D"
"0109104","IDFxh4","4+","C"
"0109105","IDFxh4","3+","C"
"0109106","IDFxh4","5","D"
"0109107","IDFxh4","3-","D"
"0109108","IDFxh4","4","D"
"0109109","IDFxh4","5","D"
"0109110","IDFxh4","5","D"
"0109111","IDFxh4","1","D"
"0109112","IDFxh4","2","C"
"0109113","IDFxh4","3","C"
"0109114","IDFxh4","1","C"
"0109115","IDFxh4","3-","C"
"0109116","IDFxh4","1","D"
"0109117","IDFxh4","3","C"
"0109118","IDFxh4","2","D"
"0109119","IDFxh4","2","D"
"0109120","IDFxh4","2","C"
"0109121","IDFxh4","3","C"
"0109122","IDFxh4","3","C"
"0109123","IDFxh4","3","C"
"0109124","IDFxh4","5-","C"
"0109125","IDFxh4","5","D"
"0109126","IDFxh4","4","C"
"0109127","IDFxh4","3","D"
"0109128","IDFxh4","1","C"
"0109129","IDFxh4","3","D"
"0109130","IDFxh4","2","C"
"0109131","IDFxh4","5","D"
"0109132","IDFxh4","1","B"
"0109133","IDFxh4","4","C"
"0109134","IDFxh4","3-","C"
"0109135","ICHdw2","3","B"
"0109136","ICHdw2","5+","C"
"0109137","ICHdw2","5","C"
"0109138","ICHdw2","1-","B"
"0109139","ICHdw2","2","C"
"0109140","ICHdw2","6","D"
"0109141","ICHdw2","4+","B+"
"0109142","ICHdw2","3","B"
"0109143","ICHdw2","2","b+"
"0109144","ICHdw2","3","C"
"0109145","ICHdw2","5","D"
"0109146","ICHdw2","2","B"
"0109147","IDFxh4","5","D"
"0109148","ICHdw2","4+","c+"
"0109149","ICHdw2","5","c+"
"0109150","IDFxh4","2-","C"
"0109151","ICHdw2","2-","C"
"0109152","ICHdw2","4","C"
"0109153","ICHdw2","5+","D"
"0109154","ICHdw2","3","C"
"0109155","ICHdw2","3+","C"
"0109156","ICHdw2","3+","C"
"0109157","ICHdw2","5","C"
"0109158","ICHdw2","3","B"
"0109159","ICHdw2","5","D"
"0109166","ICHdw2","1-","C"
"0109167","ICHdw2","3","c-"
"0109168","ICHdw2","6","D"
"0109169","ICHdw2","4+","c+"
"0109170","ICHdw2","3","B"
"0109171","ICHdw2","4","C"
"0109172","ICHdw2","2-","B"
"0109173","ICHdw2","3-","b+"
"0109174","ICHdw2","2-","B"
"0109175","ICHdw2","6","E"
"0109176","ICHdw2","5","D"
"0109177","ICHdw2","4+","C"
"0109178","ICHdw2","4-","C"
"0109179","IDFxh4","3","C"
"0109180","SBPSxc","6","E"
"0109181","IDFxk","4","D"
"0109182","IDFdm2","4","D"
"0109183","IDFxk","4","C"
"0109184","IDFxk","4","B"
"0109185","ICHdw2","5","C"
"0109186","ICHdw2","5-","B"
"0109187","ICHdw2","1-","B"
"0109188","ICHdw2","4","B"
"0109189","ICHdw2","2","B"
"0109190","ICHdw2","0+","A"
"0109191","IDFxh4","5","C"
"0109192","IDFxh4","4+","C"
"0109193","IDFxh4","5","D"
"0109194","IDFxh4","5","E"
"0109195","IDFxh4","3","B"
"0109196","IDFxh4","4","C"
"0109197","IDFxh4","2+","C"
"0109198","IDFxh4","3+","D"
"0109199","ICHdw2","6-","D"
"0109200","IDFxh4","2","b+"
"0109201","IDFxk","4","D"
"0109202","IDFxk","4","C"
"0109203","IDFxk","3","C"
"0109204","IDFxk","3","D"
"0109205","IDFdm2N","4","D"
"0109206","IDFdm2N","3","B"
"0109207","IDFdm2N","3","C"
"0109208","IDFdm2N","4","C"
"0109209","IDFdm2N","4-","C"
"0109210","ESSFdm","2","B"
"0109211","ICHdm","5+","D"
"0109212","ICHdm","5","D"
"0109213","ICHdm","2-","C"
"0109214","ESSFdm","2-","C"
"0109215","ICHdm","6-","D"
"0109216","ESSFdm","6","E"
"0109217","ICHdm","6","D"
"0109218","ESSFdm","6-","D"
"0109219","ESSFdm","2","B"
"0109220","ICHdm","6","C"
"0109221","ESSFdm","6","D"
"0109222","ICHdm","6-","D"
"0109223","ESSFdm","2","C"
"0109224","ICHdm","5+","D"
"0109225","ESSFdm","2+","C"
"0109226","ICHdm","5+","C"
"0109227","ESSFdm","6","D"
"0109228","IDFxh4","5+","D"
"0109229","IDFxh4","5","D"
"0109230","IDFxh4","6","E"
"0109380","SBPSxc","5","E"
"0109480","SBPSxc","5","E"
"0109680","SBPSxc","7","E"
"0109780","SBPSxc","7","E"
"010980","ICHmm","4","D"
"0109880","SBPSxc","7","E"
"0109980","SBPSxc","8","E"
"0110527","ICHmc2","7","E"
"0110538","ICHmc2","6","D"
"0110539","ICHmc2","5","D"
"0110540","ICHmc2","5","E"
"0110541","ICHmc2","0","B"
"0110545","ICHmc2","1","B"
"0110546","ICHmc2","6","D"
"0110550","ICHmc2","1","B"
"0110551","CWHws1","5","D"
"0110552","CWHws1","1","B"
"0110564","CWHws2","6","E"
"0110565","CWHws2","3","C"
"0110566","CWHws2","7","D"
"0110612","SBSdw3","4","C"
"0110628","SBSdw3","4","C"
"0110629","SBSdw3","5","D"
"0110630","SBSdw3","3","B"
"0110631","SBSdw3","1","B"
"0110632","SBSdw3","2","B"
"0110633","SBSdw3","5","C"
"0110634","SBSdw3","2","B"
"0110635","SBSdw3","2","B"
"0110636","SBSdw3","5","D"
"0110637","SBSdw3","3","B"
"0110638","SBSdw3","5","C"
"0110639","SBSdw3","3","B"
"0110640","SBSdw3","5","C"
"0110641","SBSdw3","5","D"
"0110642","SBSdw3","5","C"
"0110643","SBSdw3","1","B"
"0110644","SBSdw3","5","C"
"0110645","SBSdw3","5","B"
"0110646","SBSdw3","5","D"
"0110647","SBSdw3","4","B"
"0110648","SBSdw3","4","B"
"0110649","SBSdw3","5","D"
"0110650","SBSdw3","5","D"
"0110651","SBSdw3","5","C"
"0110652","SBSdw3","5","C"
"0110653","SBSdw3","2","B"
"0110654","SBSdw3","4","C"
"0110655","SBSdw3","3","B"
"0110661","SBSdw3","2","B"
"0110662","SBSdw3","4","C"
"0110663","SBSmk1","5","C"
"0110665","SBSmk1","4","C"
"0110672","SBSdw3","3","C"
"0110673","SBSdw3","5","C"
"0110674","SBSdw3","3","C"
"0110675","SBSdw3","5","D"
"0110676","SBSdw3","5","E"
"0110677","SBSdw3","5","C"
"0110678","SBSdw3","4","C"
"0110679","SBSdw3","5","D"
"0110680","SBSdw3","5","D"
"0110683","SBSmk1","2","C"
"0110719","IDFxh1a","3","D"
"0110720","IDFxh1","4","D"
"0110721","IDFxh1a","4+","D"
"0110722","IDFxh1","5","B"
"0110723","IDFxh1","5+","E"
"0110724","IDFxh1","4","D"
"0110725","IDFxh1","4","C"
"0110726","IDFxh1","4","C"
"0110727","IDFxh1a","3","B+"
"0110728","IDFxh1a","3","C"
"0110729","IDFxh1","4","D"
"0110730","IDFxh1a","4+","D"
"0110731","IDFxh1a","3+","C"
"0110732","IDFxh1a","3","D"
"0110733","IDFxh1a","2","D"
"0110734","IDFxh1a","3","C"
"0110735","IDFxh1a","4","C+"
"0110736","IDFxh1a","3","C"
"0110737","IDFxh1a","3","C+"
"0110738","IDFxh1","4","C"
"0110739","IDFxh1a","2","C"
"0110740","IDFxh1a","1","C"
"0110741","IDFxh1a","3","C"
"0110742","IDFxh1","1","C"
"0110743","IDFxh1a","3+","D"
"0110744","IDFxh1a","1+","C"
"0110745","IDFxh1","5","D"
"0110747","IDFxh1","5","C"
"0110748","IDFxh1","5","C"
"011080","SBSvk","6","D"
"0111662","ICHxw","2","C"
"0111663","ICHdw1","2","C"
"0111664","IDFun","2","B"
"0111665","IDFun","2","B"
"0111666","ICHdw1","2","B"
"0111667","ICHdw1","2","B"
"0111668","ICHxw","2","C"
"0111669","ICHdw1","2","C"
"0111753","ESSFwcp",,
"011180","ICHvk2","7","A"
"011280","ICHvk2","7","C"
"0112901","ESSFdkw","4","C"
"0112902","ESSFdkw","3","B+"
"0112903","ESSFdkw","2-3","BC"
"0112904","ESSFdkw","3","B"
"0112905","ESSFdkw","5","C"
"0112906","ESSFdkw","3-","B"
"0112907","ESSFdkp","4","E"
"0112908","ESSFdkp","3","DE"
"0112909","ESSFdkp","3","D"
"0112910","ESSFdkp","1","c+"
"0112911","ESSFdkp","5","E"
"0112912","ESSFdkp","4","D+"
"0112913","ESSFdkp","2","E"
"0112914","ESSFdkp","2","B"
"0112915","ESSFdkp","5","C"
"0112916","IMAdk","1","A"
"0112917","ESSFdkp","3-","C"
"0112918","ESSFdkp","5","D"
"0112919","ESSFdkp","7","D"
"0112920","ESSFdkp","2+","B"
"0112921","ESSFdkw","4+","C"
"0112922","IMAwm","2","B"
"0112923","IMAwm","1+","B"
"0112924","IMAwm","1","B"
"0112925","IMAwm","2","B"
"0112926","ESSFwmp","3","C"
"0112927","ESSFwmp","2","B"
"0112928","ESSFwmp","3","D"
"0112930","SBSdk","3-","C"
"0112931","SBSdk","5","B"
"0112932","SBSdk","4","B"
"0112933","SBSdk","2+","B+"
"0112934","SBSdk","2+","B"
"0112935","SBSdk","5","C"
"0112936","SBSdk","4","C"
"0112937","SBSdk","5","C"
"0112938","SBSdk","3-","C"
"0112939","SBSdk","4","C"
"0113142","IMAwc","4",
"011380","ICHvk2","3","B"
"0114022","SBSdk","4","B"
"0114503","ESSFwcp","1","B"
"0114504","ESSFwcp","2+","C"
"0114505","ESSFwcp","4","C"
"0114506","CWHvh3",,
"0114507","CWHvh3",,
"0114508","CWHwh1","5","E"
"0114509","CWHwh1","3","D"
"0114510","IMAmm","1","B"
"0114511","ESSFwmp","1","B"
"0114512","ESSFwc6","4","D"
"0114513","ESSFwc6","1","B"
"0114514","ESSFdm","3+","D"
"0114515","ESSFwmp","1","C"
"0114606","BAFAwv","4","E"
"0114607","BAFAwv","3","B"
"0114608","BAFAwv","6","D"
"0114609","ESSFwvp","6","B"
"0114610","ESSFwvp","7","C"
"0114611","ESSFwvp","3","B"
"0114612","BAFAwv","4","D"
"0114613","MHwhp","4","D"
"0114614","MHwhp","3","C"
"0114615","MHwhp","4","D"
"0114616","MHwhp","3","B"
"0114617","CMAwh","3","B"
"0114618","MHwhp","5","D"
"0114619","MHwhp","2","B"
"0114620","MHwhp","5","D"
"0114621","MHwhp","4","D"
"0114622","CWHwh1","4","D"
"0114623","CWHwh1","3","C"
"0114624","SBSdk","4","D"
"0114625","SBSdk","5","B"
"0114626","SBSdk","4","B"
"0114627","SBSdk","5","C"
"0114628","SBSdk","3","C"
"0114629","IMAmmp","4","C"
"0114634","SBSmc2","4","C"
"0114635","SBSmc2","4+","c+"
"0114636","SBSmc2","3+","B"
"0114637","SBSmc2","2","B"
"0114638","SBSmc2","3","B"
"0114639","SBSmc2","4+","C"
"0114640","SBSmc2","4+","D"
"0114652","SBSdk","4","C"
"0114653","SBSdk","6","B"
"0114654","SBSdk","5","C"
"0114655","SBSdk","2","B"
"0114656","SBSdk","6","C"
"0114657","SBSdk","3","B"
"0114658","SBSdk","4","D"
"0114659","SBSdk","3","C"
"0114660","SBSdk","4","B"
"0114661","SBSdk","4","C"
"0114662","SBSdk","4","C"
"0114663","SBSdk","4","C"
"0114664","sbsdk","4","C"
"0114665","SBSdk","5","C"
"0114666","SBSdk","3","B"
"0114667","SBSdk","5","C"
"0114668","SBSdk","3","C"
"0114669","SBSdk","5","B"
"0114671","SBSdk","3","B"
"0114672","SBSdk","4","C"
"0114673","SBSdk","5","C"
"0114674","SBSdk","3","C"
"0114675","SBSdk","4","C"
"0114676","SBSdk","4","C"
"0114677","SBSdk","4","C"
"0114678","CWHwh1","6","C"
"0114679","CWHwh1","4+","D"
"0114680","CWHwh1","2","A"
"0114681","CWHwh1","4","C"
"0114685","CWHwh1","4","B"
"0114701","BATAwk","6","D"
"0114702","BATAwk","4+","D"
"0114703","BAFAwv","2","B"
"0114704","BAFAwv","7","B"
"0114705","ESSFwvp","3","D"
"0114706","ESSFwvp","5","D"
"0114707","BAFAwv","6","D"
"0114708","BAFAwv","3","B"
"0114709","BAFAmcN","0","A"
"0114710","BAFAmcN","3","D"
"0114711","BAFAmcN","6","D"
"0114712","BAFAmcN","5","D"
"0114713","BAFAmcN","3","B"
"0114714","BAFAmcN","2","B"
"0114715","ESSFmcpN","3","B"
"0114716","ESSFmcpN","5","D"
"0114717","BAFAmcN","4","A"
"0114718","BAFAmcN","4","C"
"0114719","ESSFmcpN","8","B"
"0114720","ESSFmcpN","3","B"
"0114721","ESSFwvpN","7","B"
"0114722","BAFAmcN","6","D"
"0114723","BAFAmks","5","B"
"0114724","BAFAmks","2","C"
"0114725","BAFAmks","3","C"
"0114726","BAFAmks","5","D"
"0114727","BAFAmks","5","D"
"0114728","BAFAmks","3","D"
"0114729","BAFAmks","1","B"
"0114730","BAFAmks","1","B"
"0114731","BAFAmks","4","C"
"0114734","SBSdk","5","C"
"0114740","SBSdk","5","C"
"0114748","ICHmc2","2","C-"
"0114749","ICHmc2","2+","C"
"0114750","ICHmc2","3","D-"
"0114751","ICHmc2","5","C"
"0114766","SWBmk","3","C"
"0114767","SWBmk","4","C"
"0114771","CMAwh",,
"0114772","CMAvh3",,
"0114773","CMAvh3","3","B+"
"0114775","BWBSwk3","6","B"
"0114779","BWBSwk3","2","B"
"0114782","ESSFwcp","3",
"0114783","IMAwc","2",
"0114784","ESSFwc3","4","D"
"0114785","IMAwc","3","C"
"0114786","ESSFwcp",,
"0114787","IMAwc",,"B"
"0114788","IMAwc","0","A"
"0114789","IMAwc","0","B"
"0114790","IMAwc","1",
"0114791","ESSFmwp","1",
"0114792","ESSFmwp","4","c"
"0114793","ESSFmwp","1",
"0114794","ESSFmwp","5","c"
"0114795","ESSFmwp","3","c"
"0114796","ESSFmwp","5","d"
"0114797","ESSFmwp","4-","c"
"0114798","ESSFmwp","0","b"
"0114799","IMAwc","4","D"
"011480","ICHvk2","4","C"
"0114818","CWHws1","1","B"
"0114819","CWHws1","2","B"
"0114820","CWHws1","3","C"
"0114821","CWHws1","3","B"
"0114822","CWHws1","3","B"
"0114823","CWHws1","1","B"
"0114824","CWHws1","5","D"
"0114826","CWHws1","5","D"
"0114827","CWHws1","4","D"
"0114828","CWHws1","5","D"
"0114829","CWHws1","5","D"
"0114830","CWHws1","5","D"
"0114831","CWHws1","5","E"
"0114832","CWHws1","3","D"
"0114833","CWHws1","3","D"
"0114860","CWHws1","1","B"
"0114861","CWHws1","1","B"
"0114862","CWHws2","3","C"
"0114863","CWHws1","0","A"
"0114864","CWHvm1","4","B"
"0114865","CWHvm1","4","B"
"0114866","CWHvm1","4","B"
"0114867","CWHws2","4","D"
"0114868","CWHws2","4","D"
"0114869","CWHws2","3","B"
"0114870","CWHws1",,
"0114871","CWHws1",,
"0114872","CWHws1","5","C"
"0114873","CWHws1","5","C"
"0114874","CWHws1","6","D"
"0114876","CWHws1","6","D"
"0114877","CWHws1","7","C"
"0114878","CWHws1","3","C"
"0114879","CWHws1","5","D"
"0114880","CWHws1","5","D"
"0114881","CWHws1","4","D"
"0114882","CWHws1","4","D"
"0114883","CWHws1","2","B"
"0114885","CWHws1","5","C"
"0114886","CWHws1","5","D"
"0114890","CWHws1","5","D"
"0114891","CWHws1","5","D"
"0114892","CWHws1","6","D"
"0114893","CWHws1","5","D"
"0114894","CWHws1","5","D"
"0114895","CWHws1","3","C"
"0114897","CWHws1","5","D"
"0114898","CWHws1","1","B"
"0114899","CWHws1","2","C"
"0114900","CWHws1","1","B"
"0115701","CWHvm1","5","C"
"0115702","CWHvm1","5","C"
"0115707","CWHws1","4","D"
"0115708","CWHws1","4","D"
"0115709","CWHws1","5m","D"
"0115710","CWHws1","3","C"
"0115711","CWHws1","4","C"
"0115712","CWHws1","4","C"
"0115713","CWHws1","4","C"
"0115714","CWHws1","4","C"
"0115716","CWHws1","5","D"
"0115717","CWHws1","5","D"
"0115718","CWHws1","5h","D"
"0115719","CWHws1","5","D"
"0115720","CWHws1","5","D"
"0115721","CWHws1","4","D"
"0115722","CWHws1","4","D"
"0115723","CWHws1","5","D"
"0115724","CWHws1","5","E"
"0115725","CWHws1","6","E"
"0115726","CWHws1","5","E"
"0115727","CWHws1","5","E"
"0115734","CWHws1","4","C"
"0115735","CWHws1","3","C"
"0115736","CWHws1","4","C"
"0115737","CWHws1","4","C"
"0115738","CWHws1","5","D"
"0115739","CWHws1","5","D"
"0115740","ICHmc2","3","C"
"0115741","ICHmc1","5","E"
"0115742","ICHmc1","5","D"
"0115743","ICHmc1","4","D"
"0115744","ICHmc1","2","B"
"0115745","ICHmc2","4","C"
"0115746","ICHmc1","4","C"
"0115747","ICHmc1","4","C"
